Enrollment ID,Legal Business Name,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Practice Location Phone Number,Specialty Name,Geographic Location Type Description,Geographic Location City Name,Geographic Location State Code,Geographic Location ZIP Code,State County Name
O20210204001682,"I. V. CARE OF MIDDLE GEORGIA, INC",151 COLLEGE ST,STE A,MACON,GA,31201-1655,(478) 743-8997,HOME INFUSION THERAPY,RENDERING AREA,--,GA,--,CHATHAM
O20210204001682,"I. V. CARE OF MIDDLE GEORGIA, INC",151 COLLEGE ST,STE A,MACON,GA,31201-1655,(478) 743-8997,HOME INFUSION THERAPY,RENDERING AREA,--,GA,--,JENKINS
O20211001000860,"AMERICARE PHARMACEUTICAL SERVICES,INC.",317 NASSAU BLVD,--,GARDEN CITY SOUTH,NY,11530-5313,(516) 292-7948,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,KINGS
O20211001000860,"AMERICARE PHARMACEUTICAL SERVICES,INC.",317 NASSAU BLVD,--,GARDEN CITY SOUTH,NY,11530-5313,(516) 292-7948,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,SUFFOLK
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,WAKEFIELD,VA,--,--
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,GLOUCESTER POINT,VA,--,--
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,TOANO,VA,--,--
O20210408001304,CORAM ALTERNATE SITE SERVICES INC,5345 S MOORLAND RD,STE 101,NEW BERLIN,WI,53151-7925,(262) 207-1590,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,--
O20201223001803,"OPTION CARE AT LEGACY HEALTH, LLC",2275 NE DOCTORS DR,STE 10,BEND,OR,97701-6324,(855) 613-0023,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,--
O20201223001803,"OPTION CARE AT LEGACY HEALTH, LLC",16195 SW 72ND AVE,--,PORTLAND,OR,97224-7766,(866) 347-8660,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,--
O20210113001768,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC",11333 W NATIONAL AVE,--,WEST ALLIS,WI,53227-3111,(414) 327-2295,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,--
O20210113001768,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC",931 DISCOVERY RD,--,GREEN BAY,WI,54311-8002,(920) 288-5100,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,--
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,KITTITAS
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,YAKIMA
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,SPOKANE
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,OR,--,GILLIAM
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,ADAMS
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,ASOTIN
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,PIERCE
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,GRAYS HARBOR
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,KITSAP
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,ISLAND
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,SAN JUAN
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,RENDERING AREA,--,WA,--,JEFFERSON
O20210331000557,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,2205 FONTAINE AVE,STE 104,CHARLOTTESVILLE,VA,22903-2974,(434) 297-7555,HOME INFUSION THERAPY,RENDERING AREA,--,VA,--,--
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",411-415 W 3RD STREET,--,JAMESTOWN,NY,14701-4776,(716) 483-1940,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,ALLEGANY
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",121 1/2 BOLIVAR RD,--,WELLSVILLE,NY,14895-1200,(716) 790-8303,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,ALLEGANY
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",121 1/2 BOLIVAR RD,--,WELLSVILLE,NY,14895-1200,(716) 790-8303,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,CHAUTAUQUA
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",7070 TELEPHONE RD,--,PAVILION,NY,14525-9705,(585) 252-3900,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,GENESEE
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",130 SOUTH UNION,--,OLEAN,NY,14760-3676,(716) 790-8303,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,GENESEE
O20210625001423,"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",3780 COMMERCE CT,--,NORTH TONAWANDA,NY,14120-2025,(716) 243-7800,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,STEUBEN
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,CHESAPEAKE,VA,--,--
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,NEWPORT NEWS,VA,--,--
O20210721002875,SENTARA ENTERPRISES,535 INDEPENDENCE PKWY,STE 300,CHESAPEAKE,VA,23320-5176,(757) 553-3000,HOME INFUSION THERAPY,RENDERING AREA,SMITHFIELD,VA,--,--
O20210414001294,KAUP PHARMACY INC,110 E BUTLER ST,STE B,FORT RECOVERY,OH,45846-8010,(419) 375-2323,HOME INFUSION THERAPY,RENDERING AREA,--,OH,--,MIAMI
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,EASTVALE,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ESCONDIDO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,HUNTINGTON PARK,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LAKE ARROWHEAD,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LAKEWOOD,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,SHERMAN OAKS,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,BUENA PARK,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,HEMET,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ANAHEIM,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,AZUSA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,COLTON,CA,--,--
O20210111001378,"PARTNERS IN HOME CARE, INC.",2673 PALMER ST,STE 201,MISSOULA,MT,59808-1783,(406) 728-8848,HOME INFUSION THERAPY,RENDERING AREA,--,MT,--,SANDERS
O20210202001453,OPTUM INFUSION SERVICES 203 INC,9984 PREMIER PKWY,--,MIRAMAR,FL,33025-3209,(954) 389-1136,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,--
O20210830003236,"ACCESS HOME CARE SOLUTIONS, LLC",1411 LINDBERG DR,--,SLIDELL,LA,70458-8057,(985) 707-2790,HOME INFUSION THERAPY,RENDERING AREA,--,LA,--,--
O20210615003713,APEX HEALTHCARE SERVICES LLC,4950 HAMILTON AVE,STE 208,SAN JOSE,CA,95130-1748,(408) 645-6845,HOME INFUSION THERAPY,RENDERING AREA,MONTE VISTA,CA,--,--
O20210615003713,APEX HEALTHCARE SERVICES LLC,4950 HAMILTON AVE,STE 208,SAN JOSE,CA,95130-1748,(408) 645-6845,HOME INFUSION THERAPY,RENDERING AREA,SANTA CLARA,CA,--,--
O20210615003713,APEX HEALTHCARE SERVICES LLC,4950 HAMILTON AVE,STE 208,SAN JOSE,CA,95130-1748,(408) 645-6845,HOME INFUSION THERAPY,RENDERING AREA,NEW ALMADEN,CA,--,--
O20210615003713,APEX HEALTHCARE SERVICES LLC,4950 HAMILTON AVE,STE 208,SAN JOSE,CA,95130-1748,(408) 645-6845,HOME INFUSION THERAPY,RENDERING AREA,MONTE SERENO,CA,--,--
O20210105001419,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,625 CLARK AVE STE 10,PENN HOME INFUSION THERAPY,KING OF PRUSSIA,PA,19406-4025,(610) 992-3920,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,BERKS
O20210105001419,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,1070 NEW HOLLAND AVE,--,LANCASTER,PA,17601-5606,(717) 544-3590,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,LEHIGH
O20210106000922,HOMECHOICE PARTNERS INC,2201 CROWN POINT EXECUTIVE DRIVE,SUITE C,CHARLOTTE,NC,28227-7808,(855) 551-8600,HOME INFUSION THERAPY,RENDERING AREA,--,NC,--,--
O20201202000029,INFUSION PARTNERS OF MELBOURNE LLC,"3040 VENTURE LN, STE 103",BIOSCRIP INFUSION SERVICES,MELBOURNE,FL,32934-8173,(888) 420-1690,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,--
O20210211002538,"SOUTHEASTERN HOME HEALTH CARE, LLC",7502 LEE DAVIS RD,--,MECHANICSVILLE,VA,23111-3603,(804) 769-1380,HOME INFUSION THERAPY,RENDERING AREA,--,VA,--,HANOVER
O20210211002538,"SOUTHEASTERN HOME HEALTH CARE, LLC",7502 LEE DAVIS RD,--,MECHANICSVILLE,VA,23111-3603,(804) 769-1380,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,VA,--,CHESTERFIELD
O20210211002538,"SOUTHEASTERN HOME HEALTH CARE, LLC",7502 LEE DAVIS RD,--,MECHANICSVILLE,VA,23111-3603,(804) 769-1380,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,VA,--,HENRICO
O20201218000587,HOME I V SPECIALISTS INC,200-206 SOUTH MAIN,HOME IV SPECIALISTS,JONESBORO,AR,72401-2907,(870) 972-1677,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,--
O20210621001061,ACCREDO HEALTH GROUP INC,2040 W RIO SALADO PKWY,STE 101B,TEMPE,AZ,85281-2010,(602) 944-1199,HOME INFUSION THERAPY,RENDERING AREA,--,AZ,--,--
O20210212002222,REGIONCARE INC,200 COMMUNITY DR,--,GREAT NECK,NY,11021-5510,(516) 414-3900,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,NASSAU
O20210510000971,ABL HEALTH CARE LLC,6150 MISSION ST,STE 103,DALY CITY,CA,94014-2063,(650) 257-0559,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,CA,--,SANTA CLARA
O20210113001594,INFUSION PARTNERS LLC,1680 CENTURY CENTER PKWY,STE 9,MEMPHIS,TN,38134-8827,(888) 211-0637,HOME INFUSION THERAPY,RENDERING AREA,--,TN,--,--
O20210113000857,1ST AMERICA INFUSION SERVICES LLC,120 OXMOOR BLVD,STE 100,BIRMINGHAM,AL,35209-5921,(205) 667-9193,HOME INFUSION THERAPY,RENDERING AREA,--,AL,--,--
O20210113001768,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC",931 DISCOVERY RD,--,GREEN BAY,WI,54311-8002,(920) 288-5100,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,BROWN
O20210113001768,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC",11333 W NATIONAL AVE,--,WEST ALLIS,WI,53227-3111,(414) 327-2295,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,DOOR
O20201229002192,VALUE DRUG LTD,3375 KOAPAKA ST,STE G320,HONOLULU,HI,96819-1898,(808) 836-0223,HOME INFUSION THERAPY,RENDERING AREA,--,HI,--,--
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MT,--,LAKE
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,3333 S 120TH PL,STE 100,TUKWILA,WA,98168-5134,(425) 687-4400,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MT,--,MINERAL
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MT,--,GRANITE
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,ID,--,IDAHO
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,ID,--,LATAH
O20210326001947,PROVIDENCE HEALTH & SERVICES WASHINGTON,15918 E EUCLID AVE,--,SPOKANE VALLEY,WA,99216-1815,(509) 924-1826,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MT,--,DEER LODGE
O20210818002720,PARAGON INFUSION CARE INC,11691 WESTHEIMER RD,STE 1B,HOUSTON,TX,77077-6709,(713) 860-1750,HOME INFUSION THERAPY,RENDERING AREA,AUSTIN,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,BRAZORIA,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,CHAMBERS,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,FORT BEND,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,1922 DRY CREEK WAY,SUITE 110 PARAGON INFUSION CARE,SAN ANTONIO,TX,78259-1840,(210) 591-6700,HOME INFUSION THERAPY,RENDERING AREA,HARDIN,TX,--,--
O20210504000819,IVY HOME INFUSIONS L.L.C.,1200 AIRPORT HEIGHTS DR,STE 195,ANCHORAGE,AK,99508-2982,(951) 999-1872,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,AK,--,--
O20201223001304,HORIZON HOME CARE & HOSPICE INC,11400 W LAKE PARK DR,--,MILWAUKEE,WI,53224-3035,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,MILWAUKEE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,110 LONE OAK LN,--,HARTFORD,WI,53027-2600,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,OZAUKEE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,13111 N PORT WASHINGTON RD,--,MEQUON,WI,53097-2416,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,DODGE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,13111 N PORT WASHINGTON RD,--,MEQUON,WI,53097-2416,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,FOND DU LAC
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,JEFFERSON
O20201223001304,HORIZON HOME CARE & HOSPICE INC,3232 PLEASANT VALLEY RD,--,WEST BEND,WI,53095-9274,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,OZAUKEE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,11400 W LAKE PARK DR,--,MILWAUKEE,WI,53224-3035,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,OZAUKEE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,SHEBOYGAN
O20201223001304,HORIZON HOME CARE & HOSPICE INC,13111 N PORT WASHINGTON RD,--,MEQUON,WI,53097-2416,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,KENOSHA
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,DODGE
O20211014002931,HOME HEALTH ADVANTAGE INC,16616 107TH ST,--,ORLAND PARK,IL,60467-8898,(630) 560-0176,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,IL,--,KENDALL
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",271 BETHLEHEM PIKE,STE 101,COLMAR,PA,18915-2000,(215) 348-7174,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,BUCKS
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",35 N WALNUT ST,APT 122,BOYERTOWN,PA,19512-1030,(267) 878-0453,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,CARBON
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",35 N WALNUT ST,APT 122,BOYERTOWN,PA,19512-1030,(267) 878-0453,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,DELAWARE
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",484 NORRISTOWN RD,STE 122,BLUE BELL,PA,19422-2354,(267) 552-6625,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,DELAWARE
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",271 BETHLEHEM PIKE,STE 101,COLMAR,PA,18915-2000,(215) 348-7174,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,LANCASTER
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",1501 GRUNDY LN,STE 100,BRISTOL,PA,19007-1506,(215) 826-0900,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,MONTGOMERY
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",35 N WALNUT ST,APT 122,BOYERTOWN,PA,19512-1030,(267) 878-0453,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,SCHUYLKILL
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",1501 GRUNDY LN,STE 100,BRISTOL,PA,19007-1506,(215) 826-0900,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,BERKS
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",35 N WALNUT ST,APT 122,BOYERTOWN,PA,19512-1030,(267) 878-0453,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,BERKS
O20210112001983,"SOUTHEASTERN HEALTH SERVICES OF PENNSYLVANIA, LLC",3800 SIERRA CIR,STE 200,CENTER VALLEY,PA,18034-8476,(215) 703-3522,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,BERKS
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,RACINE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,3232 PLEASANT VALLEY RD,--,WEST BEND,WI,53095-9274,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,WAUKESHA
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,WAUKESHA
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,WAUKESHA
O20201223001304,HORIZON HOME CARE & HOSPICE INC,11400 W LAKE PARK DR,--,MILWAUKEE,WI,53224-3035,(414) 365-8300,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,WASHINGTON
O20201223001304,HORIZON HOME CARE & HOSPICE INC,110 LONE OAK LN,--,HARTFORD,WI,53027-2600,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,OUTAGAMIE
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,OUTAGAMIE
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,CHIRIACO SUMMIT,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MILLIGAN,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LANDERS,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,PINYO PINES,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,DESERT CAMP,CA,--,--
O20210215000573,KENNEBEC PHARMACY AND HOME CARE LLC,43 LEIGHTON RD,--,AUGUSTA,ME,04330-7705,(207) 626-2726,HOME INFUSION THERAPY,RENDERING AREA,--,ME,--,--
O20210413002323,CORAM ALTERNATE SITE SERVICES INC,8248 LACKLAND RD,STE 101,SAINT LOUIS,MO,63114-4509,(314) 656-5110,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MO,--,--
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,AMADOR
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,CALAVERAS
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,COLUSA
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8318 FERGUSON AVE,--,SACRAMENTO,CA,95828-0902,(916) 379-3200,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,CONTRA COSTA
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,LAKE
O20210204002060,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,1105 ATLANTIC AVE,STE 102,ALAMEDA,CA,94501-1184,(510) 450-8900,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,MERCED
